chksm1(8);chksm2(8);Size(4);Type(3);Title(48);Region(20)
a08c3cb0;4d1f4699;0512;GG ;Shining Force Gaiden - Ensei  Jashin no Kuni e  ;(Japan)             
d2b906cc;eb05c8ec;0512;GG ;Shining Force Gaiden - Final Conflict           ;(Japan) (Virtual Con
16057360;6019fe5e;0512;GG ;Shining Force Gaiden - Final Conflict           ;(Japan)             
a92a3a82;30374681;0512;GG ;Shining Force Gaiden II - Jashin no Kakusei     ;(Japan)             
8884f056;b62d934a;0256;GG ;Shinobi                                         ;(World) (Rev A) (Vir
20c2a443;30f1c984;0256;GG ;Shinobi                                         ;(World) (Rev A)     
94103515;6201c694;0256;GG ;Shinobi II - The Silent Fury                    ;(World)             
5a005d94;6a603eed;0256;GG ;Side Pocket                                     ;(USA)               
73503788;c0009274;0256;GG ;Simpsons  The - Bart vs. the Space Mutants      ;(USA  Europe)       
66a548ce;da7bd5c7;0256;GG ;Simpsons  The - Bart vs. the World              ;(World)             
5068d7fc;ffa447a9;0256;GG ;Simpsons  The - Bartman Meets Radioactive Man   ;(USA)               
442ba75d;3d9c92c7;0128;GG ;Skweek                                          ;(Japan)             
d4235d2b;4dc6f555;0128;GG ;Slider                                          ;(USA  Europe)       
43000e30;3eb337df;0256;GG ;Smurfs Travel the World  The                    ;(Europe) (En Fr De E
d98877f4;354e1cbd;0256;GG ;Smurfs  The                                     ;(Europe) (En Fr De E
6238e594;f6f24b75;0256;GG ;Solitaire FunPak                                ;(USA)               
55970af7;06f2fc46;0128;GG ;Solitaire Poker                                 ;(USA  Europe)       
29120dd3;e0e3fb6a;0512;GG ;Sonic & Tails                                   ;(Japan) (En) (Sample
0b413029;8ac0dade;0512;GG ;Sonic & Tails                                   ;(Japan) (En)        
2f19a2e3;496bce64;0512;GG ;Sonic & Tails 2                                 ;(Japan)             
be513657;c09ef45b;0512;GG ;Sonic Blast                                     ;(World) (Beta) (1996
ad8e803e;362b186d;1024;GG ;Sonic Blast                                     ;(World) (Beta) (1996
5f4db002;19dad067;1024;GG ;Sonic Blast                                     ;(World) (Beta) (1996
ed6b2818;5eecb549;1024;GG ;Sonic Blast                                     ;(World) (Beta) (1996
21d0ddb0;e6847ac0;1024;GG ;Sonic Blast                                     ;(World) (Beta) (1996
96549c70;2f22a352;1024;GG ;Sonic Blast                                     ;(World) (Beta) (1996
3bf7933b;031b9da9;1024;GG ;Sonic Blast                                     ;(World)             
2c56e33f;f95bbd91;0512;GG ;Sonic Chaos                                     ;(USA  Europe  Brazil
932f8d94;663f2abb;0512;GG ;Sonic Chaos                                     ;(USA  Europe  Brazil
0d62d4cd;baac1fc0;0512;GG ;Sonic Drift                                     ;(Japan) (En) (Demo) 
c1a6b529;68f0a776;0512;GG ;Sonic Drift                                     ;(Japan) (En)        
3d769446;d6e8a305;0512;GG ;Sonic Drift 2                                   ;(World)             
8e445843;b531a09e;0512;GG ;Sonic Labyrinth                                 ;(USA  Europe) (Virtu
8e445843;5550173b;0512;GG ;Sonic Labyrinth                                 ;(World)             
de459332;3283580d;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
704ca0a0;1a736612;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
1cf625e3;1aed8f62;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
04f8572d;46657b4e;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
edb901c8;1233c3e3;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
cf6fb7e7;aa7aedb0;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
0f97f4ec;2ca34ab2;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
160e18c6;09b913d5;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
4e361d4b;f8a432f6;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
1bd33480;1f1abf2c;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
7a9de936;e3b5cd1e;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
392d0919;bbaecf7c;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
3cad43a6;07d32244;0368;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
1a2f0a5e;30a7d062;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
d1ee84b2;221c4ba4;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
578bc14b;e2fe976a;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
5bb01dfb;be76bf30;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
9626ccb9;a4833d27;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
241d09e4;a035fd5c;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
2ad288a1;6107819d;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
2ad288a1;a9210434;0512;GG ;Sonic Spinball                                  ;(USA  Europe  Brazil
c8201ece;d163356e;0256;GG ;Sonic The Hedgehog                              ;(Japan  Europe  Braz
6af50871;816c0a1e;0256;GG ;Sonic The Hedgehog                              ;(Japan  USA) (En) (B
77e7239c;3e31cb8c;0256;GG ;Sonic The Hedgehog                              ;(Japan  USA) (En)   
c8201ece;c2572208;0256;GG ;Sonic The Hedgehog                              ;(World) (Rev 1) (Vir
f489537d;80eb7cfb;0512;GG ;Sonic The Hedgehog - Triple Trouble             ;(USA  Europe  Brazil
376c22e4;d23a2a93;0512;GG ;Sonic The Hedgehog - Triple Trouble             ;(USA  Europe  Brazil
06ff6885;15ad37a5;0256;GG ;Sonic The Hedgehog 2                            ;(World) (Auto Demo) 
8d67bb9a;850727a0;0512;GG ;Sonic The Hedgehog 2                            ;(World) (Virtual Con
8d67bb9a;95a18ec7;0512;GG ;Sonic The Hedgehog 2                            ;(World)             
961090f4;0f3e3840;0128;GG ;Soukoban                                        ;(Japan)             
375a8265;600c15b3;0128;GG ;Space Harrier                                   ;(World)             
51a5be97;2651024e;0256;GG ;Spider-Man                                      ;(USA  Europe)       
84fdc0df;bc240779;0256;GG ;Spider-Man - Return of the Sinister Six         ;(USA  Europe)       
14caba66;742a372b;0512;GG ;Spider-Man - X-Men - Arcade's Revenge           ;(USA)               
cb32b332;ab622adc;0512;GG ;Spirou                                          ;(Europe) (Proto)    
f164fd27;920ea193;0512;GG ;Sports Illustrated - Championship Football & Bas;(USA)               
d31e8e5f;c38d41c3;0128;GG ;Sports Trivia                                   ;(USA) (Beta) (1995-0
51b87164;34407fe9;0128;GG ;Sports Trivia                                   ;(USA) (Beta) (1995-0
7c2f2a8f;464f1b51;0128;GG ;Sports Trivia                                   ;(USA) (Beta) (1995-0
37c5e5f8;895af58a;0128;GG ;Sports Trivia                                   ;(USA) (Beta) (1995-0
a8e354e3;7524957c;0128;GG ;Sports Trivia                                   ;(USA) (Beta) (1995-0
dde1453c;7898919f;0128;GG ;Sports Trivia                                   ;(USA) (Beta) (1995-0
afd95084;bba4cf7b;0128;GG ;Sports Trivia                                   ;(USA) (Beta) (1995-0
3f664d15;a7af7ca9;0128;GG ;Sports Trivia                                   ;(USA)               
e7d3e3ed;a8d1ac51;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
dfa920df;caf87d8b;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
6c17159e;43bb6b10;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
125bf203;a3e57816;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
ecbf5f11;e7aff566;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
790dc30c;18cf6145;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
03a7b446;9a8ad5ca;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
a4abf462;acb7e580;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
2f83f11c;27816c09;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
efdb1329;511b1d24;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
fea409c2;517bd817;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
3446e3c7;e80459b3;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
2925ab8e;50473570;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
3b57e080;e906fbd8;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
7cac932c;f3f9a87b;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
b1ec8a65;302b9b36;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
9223a4ad;3e3d6728;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
3cef6e71;c68762e6;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
5174ceff;d61a366f;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
10f2e1a9;93b98f19;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
df3c1c80;818ec54c;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
f58380a5;f88a55f4;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
031d70d6;cab74070;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
3c6c8644;961ae378;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
48dab453;352e8b8c;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
23b7ed06;8bdb184d;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
6168deb7;1e360a20;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
edee2d87;5b5de94d;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
6ad2d5f1;26470d2b;0256;GG ;Sports Trivia - Championship Edition            ;(USA) (Beta) (1995-0
1146c7f3;15e7e261;0256;GG ;Sports Trivia - Championship Edition            ;(USA)               
b69f8bbf;80156323;0256;GG ;Star Trek - The Next Generation - The Advanced H;(USA)               
7f731f7b;087fc5f0;0256;GG ;Star Trek Generations - Beyond the Nexus        ;(USA)               
ee67fb52;0228769c;0512;GG ;Star Wars                                       ;(Europe)            
d509db9a;db9bc599;0512;GG ;Star Wars                                       ;(USA  Europe)       
0d5919ee;fc7c64e4;0256;GG ;Stargate                                        ;(World)             
17dee8a5;9fa727a0;0512;GG ;Street Hero                                     ;(USA) (Proto 1)     
0948ddee;fb481971;0512;GG ;Street Hero                                     ;(USA) (Proto 2)     
386b9948;3d8bcf1d;0256;GG ;Streets of Rage                                 ;(World)             
c2f8ab20;6c395a69;0512;GG ;Streets of Rage 2                               ;(World) (Beta)      
97e417b5;0b618409;0512;GG ;Streets of Rage 2                               ;(World)             
22dacbbf;b421c057;0512;GG ;Striker                                         ;(Europe) (En Fr De E
c27a9252;73d6745a;0256;GG ;Super Battletank                                ;(USA)               
13545efe;2a100717;0128;GG ;Super Columns                                   ;(Japan)             
d0fe204f;f28f89d1;0128;GG ;Super Columns                                   ;(USA  Europe) (Beta)
ff16d83a;56cf1d4f;0128;GG ;Super Columns                                   ;(USA  Europe) (Beta)
7abf6171;abe92434;0128;GG ;Super Columns                                   ;(USA  Europe) (Beta)
bdee2b04;81451fc0;0128;GG ;Super Columns                                   ;(USA  Europe) (Beta)
31ee5442;5c4c633d;0128;GG ;Super Columns                                   ;(USA  Europe) (Beta)
eacba8d2;3d931952;0128;GG ;Super Columns                                   ;(USA  Europe) (Beta)
d1bb7032;096f4ff5;0128;GG ;Super Columns                                   ;(USA  Europe) (Beta)
9d9ba708;8ba43af3;0128;GG ;Super Columns                                   ;(USA  Europe)       
d0f17efc;528cbbce;0128;GG ;Super Golf                                      ;(Japan)             
a029c412;e9570f36;0128;GG ;Super Golf                                      ;(USA)               
adafcca6;b731bb80;0512;GG ;Super Momotarou Dentetsu III                    ;(Japan)             
5766d0ea;4f686c4a;0128;GG ;Super Monaco GP                                 ;(Japan  Korea) (Ja) 
571c7141;fcf12547;0128;GG ;Super Monaco GP                                 ;(USA  Europe  Brazil
a4587f22;a1160814;0128;GG ;Super Off Road                                  ;(USA  Europe) (Beta)
63e3839e;e8b42b1f;0128;GG ;Super Off Road                                  ;(USA  Europe)       
4d384980;1006e4e3;0256;GG ;Super Smash T.V.                                ;(World)             
340ad925;dfe38e24;0256;GG ;Super Space Invaders                            ;(USA  Europe)       
d5885af3;4a38b6b6;0512;GG ;Super Star Wars - Return of the Jedi            ;(USA  Europe)       
889f4600;aa3f2172;0256;GG ;Superman - The Man of Steel                     ;(Europe) (Beta)     
59e9fa62;73df5a15;0256;GG ;Superman - The Man of Steel                     ;(Europe)            
c89e32ff;284482a8;0512;GG ;Surf Ninjas                                     ;(USA  Europe  Brazil
e1271938;45ef2062;0512;GG ;Sylvan Tale                                     ;(Japan)             
6837e6ca;0b1ba87f;0512;GG ;T2 - The Arcade Game                            ;(Japan) (En)        
1d4c115b;9479c83a;0512;GG ;T2 - The Arcade Game                            ;(USA  Europe)       
1462e610;a354ea49;0512;GG ;Tails Adventure                                 ;(World) (En Ja) (Vir
1462e610;5bb6e5d6;0512;GG ;Tails Adventure                                 ;(World) (En Ja)     
ce8a9695;88618afa;0256;GG ;Tails no Skypatrol                              ;(Japan)             
b09877cd;cf9c607c;0128;GG ;Taisen Mahjong HaoPai                           ;(Japan)             
3728b391;20527530;0512;GG ;Taisen Mahjong HaoPai 2                         ;(Japan)             
7d90e9bd;7b7717b8;0256;GG ;Taisen-gata Daisenryaku G                       ;(Japan)             
f31b8e50;f1732ffe;0256;GG ;TaleSpin                                        ;(USA  Europe  Brazil
4b1ec040;dd1d2ebf;0256;GG ;Tama & Friends - 3 Choume Kouen Tamalympic      ;(Japan)             
512cb7d2;57834c03;0128;GG ;Tarot no Yakata                                 ;(Japan)             
9ba46f07;ef3afe8b;0256;GG ;Tarzan - Lord of the Jungle                     ;(Europe)            
582ab257;bec57602;0512;GG ;Tatakae! Pro Yakyuu Twin League                 ;(Japan)             
718f06ef;030f396a;0256;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
659d816e;92388016;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
70f184cb;9267d968;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
c27f641f;57747640;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
0532e330;a43fdfad;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
9993f818;6cd0fd78;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
3e2430a8;3c03919d;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
27c72598;09679b89;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
308e8f9e;18913d93;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
ebd55623;d84a631c;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
c52d4e81;61330a58;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
e171b5ad;1f040bca;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
c798e5fa;c867da05;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
c798e5fa;faf4bec0;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
eef61158;eebad66b;0512;GG ;Taz in Escape from Mars                         ;(USA  Europe  Brazil
0da86b50;36040c24;0256;GG ;Taz-Mania                                       ;(USA  Europe  Brazil
b860aa1f;a33b5b92;0512;GG ;Tempo Jr.                                       ;(World) (Beta) (1994
9d84432c;3475d48e;0512;GG ;Tempo Jr.                                       ;(World) (Beta) (1994
382608aa;fb9a5885;0512;GG ;Tempo Jr.                                       ;(World) (Beta) (1994
8e74ced9;e484e41c;0512;GG ;Tempo Jr.                                       ;(World) (Beta) (1994
f85c8822;ab6dc88c;0512;GG ;Tempo Jr.                                       ;(World) (Beta) (1995
7fbaa074;96d64b16;0512;GG ;Tempo Jr.                                       ;(World) (Beta) (1995
514abc92;7afedf36;0512;GG ;Tempo Jr.                                       ;(World) (Beta) (1995
3a8ba4d8;3ef6551c;0512;GG ;Tempo Jr.                                       ;(World) (Beta) (1995
58293286;79e83d67;0512;GG ;Tempo Jr.                                       ;(World) (Beta) (1995
5863f2ea;de466796;0512;GG ;Tempo Jr.                                       ;(World)             
8290716d;8e6818ae;0256;GG ;Tengen World Cup Soccer                         ;(USA  Europe) (Beta)
6e1e6a62;dd6d2e34;0256;GG ;Tengen World Cup Soccer                         ;(USA  Europe)       
5178a3fa;1bd15773;0256;GG ;Terminator 2 - Judgment Day                     ;(World)             
a9fc2e74;c029a5fd;0256;GG ;Terminator  The                                 ;(USA  Europe)       
fdb87284;bf696f94;0128;GG ;Tesserae                                        ;(USA)               
b4d6110b;969cf389;0512;GG ;Tintin in Tibet                                 ;(Europe) (En Fr De E
9771a198;a1453efa;0256;GG ;Tom and Jerry - The Movie                       ;(Japan  Brazil) (Ja)
9771a198;5cd33ff2;0256;GG ;Tom and Jerry - The Movie                       ;(USA  Europe)       
83da902e;5bcf9b97;0512;GG ;Torarete Tamaruka                               ;(Japan)             
7fb2d21f;5173b02a;0512;GG ;True Lies                                       ;(World)             
df8c497d;820965a3;0256;GG ;Ultimate Soccer                                 ;(Japan  Europe  Braz
6532a4ae;185e9fc1;0512;GG ;Urban Strike                                    ;(USA)               
d8d6c41a;b0f22745;0512;GG ;VR Troopers                                     ;(USA  Europe  Brazil
0df22428;5856849c;0256;GG ;Vampire - Master of Darkness                    ;(USA) (Virtual Conso
fbd71858;7ec64025;0256;GG ;Vampire - Master of Darkness                    ;(USA)               
90a49ff2;d431c452;1024;GG ;Virtua Fighter Animation                        ;(USA  Europe)       
c6fe1659;c05657f8;1024;GG ;Virtua Fighter Mini                             ;(Japan)             
db108841;8dc68d92;0512;GG ;WWF Raw                                         ;(USA  Europe)       
9ee91147;29e697b2;0256;GG ;Wagyan Land                                     ;(Japan)             
16b05119;6bb36dfc;0064;GG ;Waternet                                        ;(World) (Aftermarket
82c59f71;e91cdb2a;0128;GG ;Wheel of Fortune                                ;(USA)               
4ccbabaf;d460cc7f;0128;GG ;WildSnake                                       ;(USA) (Proto)       
afb0b1b2;ce1108fd;0128;GG ;Wimbledon                                       ;(World)             
c1bf8d1e;d5195a39;0512;GG ;Winter Olympics                                 ;(Japan) (En Fr De Es
04889d01;d15d335b;0512;GG ;Winter Olympics                                 ;(USA  Europe) (En Fr
79877108;9e03f96c;0256;GG ;Wizard Pinball                                  ;(Europe)            
97431a86;840a8f8e;0256;GG ;Wolfchild                                       ;(Europe)            
b08ca51b;ea2dd3a7;0128;GG ;Wonder Boy                                      ;(Europe)            
3189ac4e;9977fcb3;0128;GG ;Wonder Boy                                      ;(Japan)             
bf8624dd;a74c97a7;0256;GG ;Wonder Boy - The Dragon's Trap                  ;(Europe)            
33dfe064;db1b5b44;0256;GG ;Wonder Boy III - The Dragon's Trap              ;(Europe) (Beta)     
9c0e5a04;9c0e5a04;0032;GG ;Woody Pop                                       ;(Japan) (En)        
b74f3a4f;b74f3a4f;0032;GG ;Woody Pop                                       ;(USA  Europe  Brazil
8d4c1048;868fe528;0256;GG ;World Class Leaderboard                         ;(USA  Europe)       
59a06f80;d2bb3690;0512;GG ;World Cup USA 94                                ;(USA  Europe  Brazil
2d016933;1e81861f;0512;GG ;World Derby                                     ;(Japan)             
fb2502f5;496515a6;0512;GG ;World Series Baseball '95                       ;(USA) (Beta) (1994-0
78fc92c3;410f1ca0;0512;GG ;World Series Baseball '95                       ;(USA) (Beta) (1994-0
fe2a3125;5f7cca5f;0512;GG ;World Series Baseball '95                       ;(USA) (Beta) (1994-0
8ad48b54;6073cd59;0512;GG ;World Series Baseball '95                       ;(USA) (Beta) (1994-0
3e6a4e94;4190ad97;0512;GG ;World Series Baseball '95                       ;(USA) (Beta) (1994-0
ad974a52;f1987de6;0512;GG ;World Series Baseball '95                       ;(USA) (Beta) (1994-0
301f5367;578a8a38;0512;GG ;World Series Baseball '95                       ;(USA)               
58e7d4af;bb38cfd7;0256;GG ;World Series Baseball                           ;(USA) (Rev 1)       
b8227734;3d8d0dd6;0256;GG ;World Series Baseball                           ;(USA)               
54070ee8;567a5ee6;0512;GG ;X-Men                                           ;(USA)               
ec6b7e02;66cc4034;0512;GG ;X-Men - GameMaster's Legacy                     ;(USA  Europe) (Beta)
7946b0e7;271a0a1d;0512;GG ;X-Men - GameMaster's Legacy                     ;(USA  Europe) (Beta)
982f44da;a3cf94ba;0512;GG ;X-Men - GameMaster's Legacy                     ;(USA  Europe) (Beta)
982f44da;c169c344;0512;GG ;X-Men - Gamemaster's Legacy                     ;(USA  Europe)       
0d71c2cf;626f9987;0512;GG ;X-Men - Mojo World                              ;(USA) (Beta) (1996-0
244c4ee7;c4f3ced4;0512;GG ;X-Men - Mojo World                              ;(USA) (Beta) (1996-0
0e4d8a59;78001a5d;0512;GG ;X-Men - Mojo World                              ;(USA) (Beta) (1996-0
638b954b;d4d2f077;0512;GG ;X-Men - Mojo World                              ;(USA) (Beta) (1996-0
411e46d7;425ac73f;0512;GG ;X-Men - Mojo World                              ;(USA) (Beta) (1996-0
58b7fd57;d44925ea;0512;GG ;X-Men - Mojo World                              ;(USA) (Beta) (1996-0
b1898738;ba71da19;0512;GG ;X-Men - Mojo World                              ;(USA) (Beta) (1996-0
907a6877;c2cba9d7;0512;GG ;X-Men - Mojo World                              ;(USA)               
0f448220;0f448220;0008;GG ;X-Terminator                                    ;(Europe) (v2.1) (Pro
e498090d;e498090d;0008;GG ;X-Terminator                                    ;(Japan) (v2.1) (Prog
9bae933a;e678f264;0256;GG ;Yogi Bear in Yogi Bear's Goldrush               ;(Europe) (Proto)    
500b3eae;88ebbf9e;0512;GG ;Yu Yu Hakusho - Horobishimono no Gyakushuu      ;(Japan)             
2bd7917d;46ae9159;0512;GG ;Yu Yu Hakusho II - Gekitou! Nanakyou no Tatakai ;(Japan)             
a3a5f9cc;141aaf96;0128;GG ;Zan Gear                                        ;(Japan)             
8255e3a5;23904898;0256;GG ;Zool - Ninja of the 'Nth' Dimension             ;(Europe)            
2448062b;b287c695;0256;GG ;Zool - Ninja of the 'Nth' Dimension             ;(USA)               
67a1a5c8;e35ef7ed;0256;GG ;Zool no Yume Bouken                             ;(Japan)             
f36ebcb2;f397f041;0128;GG ;Zoop                                            ;(USA) (Beta) (1995-0
6c05fb38;3247ff8b;0128;GG ;Zoop                                            ;(USA)               
0ebea9d4;0ebea9d4;0008;GG ;[BIOS] Sega Game Gear                           ;(USA) (Majesco)     
